FID,VALID,MAG,WFO,TYPECODE,TYPETEXT,CITY,COUNTY,SOURCE,REMARK,POINT_X,POINT_Y,lon,lat,long
356,201104280000,0.000000000000000,JAN,T,TORNADO,Snell,Clarke,law enforcement,"*** 4 fatal, 12 inj *** mobile homes destroyed and 4 confirmed fatalities and and 10 to 12 serious injuries in the snell community due to a like",-88.500000000000000,32.189999999999998,-88.5000000,32.1899986,-88.5000000
357,201104280005,0.000000000000000,MRX,T,TORNADO,1 S Spring City,Rhea,emergency mngr,*** 2 inj *** possible tornado. 19 roofs destroyed. 21 homes with damage. damage path is 100 feet wide and begins along ridgeline southwest of s,-84.859999999999999,35.670000000000002,-84.8600006,35.6699982,-84.8600006
358,201104280009,0.000000000000000,MRX,T,TORNADO,1 Nw Maryville,Blount,nws storm survey,ef0. max wind of 70 mph.,-83.989999999999995,35.759999999999998,-83.9899979,35.7599983,-83.9899979
359,201104280012,0.000000000000000,HUN,T,TORNADO,West Point,Cullman,emergency mngr,tornado on ground,-86.959999999999994,34.240000000000002,-86.9599991,34.2400017,-86.9599991
360,201104280015,0.000000000000000,BMX,T,TORNADO,Ohatchee,Calhoun,law enforcement,multiple damage locations in and around ohatchee.,-86.019999999999996,33.780000000000001,-86.0199966,33.7799988,-86.0199966
361,201104280015,0.000000000000000,AKQ,T,TORNADO,Oilville,Goochland,trained spotter,tornado on the ground near oilville,-77.790000000000006,37.710000000000001,-77.7900009,37.7099991,-77.7900009
362,201104280015,4.000000000000000,FFC,T,TORNADO,1 Wsw Ringgold,Catoosa,nws storm survey,"*** 7 fatal, 30 inj *** nws storm survey determined an ef4 tornado touched down along davis ridge road around 815 pm...traveling through ringgol",-85.129999999999995,34.909999999999997,-85.1299973,34.9099998,-85.1299973
363,201104280025,0.000000000000000,MOB,T,TORNADO,5 N Lisman,Choctaw,emergency mngr,people trapped in a mobile home in the mollie community,-88.269999999999996,32.240000000000002,-88.2699966,32.2400017,-88.2699966
364,201104280025,0.000000000000000,AKQ,T,TORNADO,Noel,Hanover,law enforcement,large trees down vicnity of verdon and noel roads reported by public who believed it might be a tornado.,-77.540000000000006,37.899999999999999,-77.5400009,37.9000015,-77.5400009
365,201104280027,0.000000000000000,MOB,T,TORNADO,1 Ese Cromwell,Choctaw,emergency mngr,ema reported a tornado on the ground between cromwell and yantley.,-88.260000000000005,32.219999999999999,-88.2600021,32.2200012,-88.2600021
366,201104280027,0.000000000000000,MOB,T,TORNADO,Yantley,Choctaw,law enforcement,state police reported trees and power lines down along with structural damage in yantley.,-88.379999999999995,32.250000000000000,-88.3799973,32.2500000,-88.3799973
367,201104280029,0.000000000000000,MRX,T,TORNADO,4 Se Collegedale,Hamilton,nws employee,ef4. max wind speed 190 mph. path width 800 yards. path length 15 miles. continuous northeast track leading into eastern portions of cleveland.,-85.000000000000000,35.000000000000000,-85.0000000,35.0000000,-85.0000000
368,201104280030,0.000000000000000,MRX,T,TORNADO,1 S Spring City,Rhea,emergency mngr,*** 2 inj *** possible tornado. 19 roofs destroyed. 21 homes with damage. damage path is 100 feet wide and begins along ridgeline southwest of s,-84.859999999999999,35.670000000000002,-84.8600006,35.6699982,-84.8600006
369,201104280033,0.000000000000000,MOB,T,TORNADO,5 Nw Deas,Choctaw,emergency mngr,three mobile homes severely damage on hwy 17.,-88.170000000000002,32.280000000000001,-88.1699982,32.2799988,-88.1699982
370,201104280040,0.000000000000000,MRX,T,TORNADO,Cleveland,Bradley,trained spotter,possible tornado. reported on lead mine valley rd.,-84.870000000000005,35.180000000000000,-84.8700027,35.1800003,-84.8700027
371,201104280045,0.000000000000000,FFC,T,TORNADO,1 Wsw Ringgold,Catoosa,emergency mngr,whitfield county emergency management relayed reports of damage to cars and tossed tractor trailers at exit 348 on i-75 outside of ringgold in c,-85.129999999999995,34.909999999999997,-85.1299973,34.9099998,-85.1299973
372,201104280045,0.000000000000000,RNK,T,TORNADO,7 Nw Halifax,Halifax,nws storm survey,"*** 1 fatal, 8 inj *** ef2 tornado confirmed in halifax county. touched down near chatham road 7 miles northwest of halifax. traveled northeast",-79.030000000000001,36.820000000000000,-79.0299988,36.8199997,-79.0299988
373,201104280045,2.000000000000000,FFC,T,TORNADO,6 Ssw Cave Spring,Polk,nws storm survey,nws storm survey determined an ef2 tornado touched entered the state from alabama at 845 pm edt...tracking through polk...floyd...and bartow cou,-85.379999999999995,34.030000000000001,-85.3799973,34.0299988,-85.3799973
374,201104280050,0.000000000000000,FFC,T,TORNADO,2 Ssw Cave Spring,Polk,emergency mngr,floyd county emergency management reports a house completely destroyed near cave spring.,-85.349999999999994,34.079999999999998,-85.3499985,34.0800018,-85.3499985
375,201104280053,0.000000000000000,RNK,T,TORNADO,5 Sw Nathalie,Halifax,emergency mngr,"one death, seven significant injuries, 20 to 30 homes damaged.",-79.010000000000005,36.880000000000003,-79.0100021,36.8800011,-79.0100021
376,201104280054,0.000000000000000,RNK,T,TORNADO,4 Ssw Nathalie,Halifax,nws employee,"*** 1 fatal, 6 inj *** possible tornado.",-78.980000000000004,36.880000000000003,-78.9800034,36.8800011,-78.9800034
377,201104280055,0.000000000000000,AKQ,T,TORNADO,5 S Ladysmith,Caroline,nws storm survey,nws storm survey determined damage consistent with an ef-1 tornado. tornado track measured at approximately 100 yards wide. the tornado crossed,-77.519999999999996,37.939999999999998,-77.5199966,37.9399986,-77.5199966
378,201104280057,2.000000000000000,FFC,T,TORNADO,5 Sw Lindale,Floyd,nws storm survey,nws storm survey determined an ef2 tornado touched entered the state from alabama at 845 pm edt...tracking through polk...floyd...and bartow cou,-85.239999999999995,34.140000000000001,-85.2399979,34.1399994,-85.2399979
379,201104280058,0.000000000000000,AKQ,T,TORNADO,3 W Exit 104 Along I 95,Caroline,law enforcement,possible tornado on the ground...in the ruther glen area south...southwest of golansville.,-77.519999999999996,37.939999999999998,-77.5199966,37.9399986,-77.5199966
380,201104280101,0.000000000000000,HUN,T,TORNADO,Hanceville,Cullman,law enforcement,tornado on ground along highway 91.,-86.760000000000005,34.060000000000002,-86.7600021,34.0600014,-86.7600021
381,201104280101,0.000000000000000,BMX,T,TORNADO,Nw Jacksonville,Calhoun,emergency mngr,mt gilead community is completely impassable even on foot.,-85.760000000000005,33.810000000000002,-85.7600021,33.8100014,-85.7600021
382,201104280108,0.000000000000000,BMX,T,TORNADO,N Wilsonville,Shelby,trained spotter,spotter reported tornado struck powerlines and/or transformer. power is out.,-86.480000000000004,33.240000000000002,-86.4800034,33.2400017,-86.4800034
383,201104280112,0.000000000000000,MRX,T,TORNADO,7 Ssw Athens,Mcminn,trained spotter,possible tornado,-84.650000000000006,35.359999999999999,-84.6500015,35.3600006,-84.6500015
384,201104280120,3.000000000000000,FFC,T,TORNADO,5 Ne Kingston,Bartow,nws storm survey,nws storm survey determined that an ef3 tornado touched down 5 miles northeast of kingston in bartow county and tracked northeast through cherok,-84.879999999999995,34.289999999999999,-84.8799973,34.2900009,-84.8799973
385,201104280122,3.000000000000000,FFC,T,TORNADO,1 W Cassville,Bartow,nws storm survey,nws storm survey determined that an ef3 tornado...after touching down 5 miles northeast of kingston...continued to track through bartow county b,-84.879999999999995,34.240000000000002,-84.8799973,34.2400017,-84.8799973
386,201104280124,0.000000000000000,BMX,T,TORNADO,Santuck,Elmore,emergency mngr,structural damage in the dexter road area of santuck.,-86.129999999999995,32.630000000000003,-86.1299973,32.6300011,-86.1299973
387,201104280125,3.000000000000000,FFC,T,TORNADO,5 Ne Kingston,Bartow,nws storm survey,nws storm survey determined that an ef3 tornado touched down 5 miles northeast of kingston in bartow county and tracked northeast through cherok,-84.879999999999995,34.289999999999999,-84.8799973,34.2900009,-84.8799973
388,201104280127,0.000000000000000,MRX,T,TORNADO,8 Nne Etowah,Mcminn,trained spotter,possible tornado reported,-84.469999999999999,35.439999999999998,-84.4700012,35.4399986,-84.4700012
389,201104280127,3.000000000000000,FFC,T,TORNADO,1 W Cassville,Bartow,nws storm survey,nws storm survey determined that an ef3 tornado touched down 5 miles northeast of kingston in bartow county and tracked northeast through cherok,-84.879999999999995,34.240000000000002,-84.8799973,34.2400017,-84.8799973
390,201104280129,0.000000000000000,MRX,T,TORNADO,4 W Newport,Cocke,nws storm survey,ef1. path length of 5 miles. path width of 150 yards.,-83.260000000000005,35.960000000000001,-83.2600021,35.9599991,-83.2600021
391,201104280130,0.000000000000000,MRX,T,TORNADO,8 Ssw Pikeville,Bledsoe,emergency mngr,"*** 4 fatal, 10 inj *** ef3.path length of 9 miles. path width of one quarter mile. max wind of 140 mph. began near pitts gap road with path of",-85.250000000000000,35.500000000000000,-85.2500000,35.5000000,-85.2500000
392,201104280130,0.000000000000000,MRX,T,TORNADO,Mount Vernon,Monroe,law enforcement,possible tornado. trailer thrown from its foundation.,-84.359999999999999,35.409999999999997,-84.3600006,35.4099998,-84.3600006
393,201104280130,0.000000000000000,MRX,T,TORNADO,Tellico Plains,Monroe,law enforcement,possible tornado. roof damage to numerous businesses.,-84.299999999999997,35.369999999999997,-84.3000031,35.3699989,-84.3000031
394,201104280130,3.000000000000000,FFC,T,TORNADO,4 N Waleska,Cherokee,emergency mngr,nws storm survey determined that an ef3 tornado touched down 5 miles northeast of kingston in bartow county and tracked northeast through cherok,-84.549999999999997,34.369999999999997,-84.5500031,34.3699989,-84.5500031
395,201104280130,3.000000000000000,FFC,T,TORNADO,4 Wnw White,Bartow,trained spotter,trained spotter reports multiple houses destroyed with several injuries.,-84.819999999999993,34.310000000000002,-84.8199997,34.3100014,-84.8199997
396,201104280135,0.000000000000000,MRX,T,TORNADO,12 Nne Greeneville,Greene,trained spotter,possible tornado reported,-82.739999999999995,36.329999999999998,-82.7399979,36.3300018,-82.7399979
397,201104280135,3.000000000000000,FFC,T,TORNADO,Pine Log,Bartow,nws storm survey,public reported houses damaged in the white and pine log area of bartow county.,-84.730000000000004,34.340000000000003,-84.7300034,34.3400002,-84.7300034
398,201104280140,0.000000000000000,MRX,T,TORNADO,Spring City,Rhea,nws storm survey,ef1. path length of 1.5 miles. path width of 75 yards. max wind of 90 mph.,-84.859999999999999,35.689999999999998,-84.8600006,35.6899986,-84.8600006
399,201104280140,3.000000000000000,FFC,T,TORNADO,2 Ne Cartersville,Bartow,nws storm survey,trained spotter reports multiple trees down and several houses damaged.,-84.780000000000001,34.189999999999998,-84.7799988,34.1899986,-84.7799988
400,201104280210,0.000000000000000,BMX,T,TORNADO,Dadeville,Tallapoosa,emergency mngr,dadeville took a direct hit. multiple reports of extensive damage.,-85.769999999999996,32.829999999999998,-85.7699966,32.8300018,-85.7699966
401,201104280215,0.000000000000000,MRX,T,TORNADO,1 S Abingdon,Washington,nws storm survey,ef0. just south of abingdon. path length of 2 miles. width was very narrow. max winds of 75 mph. damage was mainly limited to downed trees.,-81.969999999999999,36.689999999999998,-81.9700012,36.6899986,-81.9700012
402,201104280233,0.000000000000000,BMX,T,TORNADO,5 S Dadeville,Tallapoosa,trained spotter,trees down and blocking hwy 49 near the community of still waters.,-85.769999999999996,32.759999999999998,-85.7699966,32.7599983,-85.7699966
403,201104280245,1.000000000000000,FFC,T,TORNADO,3 W Hillcrest,Troup,nws storm survey,nws storm survey determined that an ef1 tornado touched down 3 miles west of hillcrest in troup county around 1045 pm. it tracked for 17 miles t,-85.090000000000003,33.130000000000003,-85.0899963,33.1300011,-85.0899963
404,201104280247,0.000000000000000,LWX,T,TORNADO,2 S Nokesville,Prince William,nws storm survey,corrected start location of track after damage survey today. tornado was rated ef-1. additional damage includes numerous snapped and uprooted tr,-77.579999999999998,38.670000000000002,-77.5800018,38.6699982,-77.5800018
405,201104280256,0.000000000000000,MRX,T,TORNADO,Camp Creek,Greene,emergency mngr,*** 5 fatal *** possible tornado near camp creek which caused significant structural damage and several fatalities and numerous injuries.,-82.769999999999996,36.090000000000003,-82.7699966,36.0900002,-82.7699966
406,201104280257,0.000000000000000,LWX,T,TORNADO,3 Ne Nokesville,Prince William,911 call center,structural damage to retail shopping center.,-77.549999999999997,38.729999999999997,-77.5500031,38.7299995,-77.5500031
407,201104280258,1.000000000000000,FFC,T,TORNADO,Corinth,Heard,nws storm survey,nws storm survey determined that an ef1 tornado touched down 3 miles west of hillcrest in troup county around 1045 pm. this is a continuation of,-84.950000000000003,33.229999999999997,-84.9499969,33.2299995,-84.9499969
408,201104280300,0.000000000000000,GSP,T,TORNADO,4 N Batesville,Habersham,nws storm survey,an ef2 tornado with a 1.5 to 2 mile path length touched down in northwest habersham county georgia,-83.620000000000005,34.799999999999997,-83.6200027,34.7999992,-83.6200027
409,201104280300,0.000000000000000,GSP,T,TORNADO,7 W Tiger,Rabun,county official,county reports tornado touchdown with structural damage in the lake burton area.,-83.560000000000002,34.850000000000001,-83.5599976,34.8499985,-83.5599976
410,201104280300,0.000000000000000,GSP,T,TORNADO,8 Wsw Clayton,Rabun,nws storm survey,a large and destructive ef3 tornado destroyed numerous lake side residences as it moved northeast from lake burton to mountain city georgia. oth,-83.530000000000001,34.829999999999998,-83.5299988,34.8300018,-83.5299988
411,201104280302,1.000000000000000,FFC,T,TORNADO,5 Ssw Newnan,Coweta,nws storm survey,nws storm survey determined that an ef1 tornado touched down 3 miles west of hillcrest in troup county around 1045 pm. this is a continuation of,-84.829999999999998,33.310000000000002,-84.8300018,33.3100014,-84.8300018
412,201104280303,0.000000000000000,GSP,T,TORNADO,15 Nnw Clarkesville,Habersham,county official,possible tornado damaged 9 homes and destroyed 3 homes on goshen mt.,-83.620000000000005,34.810000000000002,-83.6200027,34.8100014,-83.6200027
413,201104280303,0.000000000000000,MRX,T,TORNADO,5 E Tusculum,Greene,nws storm survey,ef3. near horse creek. max wind speed of 150 mph.,-82.659999999999997,36.180000000000000,-82.6600037,36.1800003,-82.6600037
414,201104280312,0.000000000000000,GSP,T,TORNADO,Mountain City,Rabun,trained spotter,ham radio operator relayed a report of several houses destroyed.,-83.390000000000001,34.920000000000002,-83.3899994,34.9199982,-83.3899994
415,201104280315,0.000000000000000,GSP,T,TORNADO,Mountain City,Rabun,amateur radio,fire station severely damaged.,-83.390000000000001,34.920000000000002,-83.3899994,34.9199982,-83.3899994
416,201104280320,2.000000000000000,FFC,T,TORNADO,5 S Lagrange,Troup,nws storm survey,nws storm survey determined that an ef2 tornado touched down 5 miles south of lagrange at 1120 pm edt. it tracked for 7 miles before lifting 6 m,-85.030000000000001,32.969999999999999,-85.0299988,32.9700012,-85.0299988
417,201104280325,0.000000000000000,LWX,T,TORNADO,Reston,Fairfax,nws storm survey,relatively continuous tree damage was noted along a 1.1 mile track from sunset hills road to wiehle avenue near north shore drive and fairway dr,-77.340000000000003,38.950000000000003,-77.3399963,38.9500008,-77.3399963
418,201104280350,0.000000000000000,MRX,T,TORNADO,10 E Elizabethton,Carter,law enforcement,*** 2 fatal *** possible tornado. damage track begins around the butler area and proceeds northeast through doe...laurel...and toward shady vall,-82.049999999999997,36.340000000000003,-82.0500031,36.3400002,-82.0500031
419,201104280350,0.000000000000000,MRX,T,TORNADO,12 E Elizabethton,Johnson,law enforcement,*** 2 fatal *** possible tornado. damage track begins around the butler area and proceeds northeast through doe...laurel...and toward shady vall,-82.019999999999996,36.340000000000003,-82.0199966,36.3400002,-82.0199966
420,201104280350,2.000000000000000,FFC,T,TORNADO,2 Nw Pine Mountain Vall,Harris,nws storm survey,nws storm survey team determined than an ef2 tornado touched down in harris county. it tracked for 24 miles before lifting around 9 miles northw,-84.849999999999994,32.820000000000000,-84.8499985,32.8199997,-84.8499985
421,201104280352,0.000000000000000,MRX,T,TORNADO,1 Nw Doeville,Johnson,nws storm survey,*** 2 fatal *** ef2.path length near 12 miles. path width of 250 yards. max wind 120 mph. buildings and homes were destroyed.,-81.980000000000004,36.399999999999999,-81.9800034,36.4000015,-81.9800034
422,201104280355,2.000000000000000,FFC,T,TORNADO,4 Ne Hamilton,Harris,nws storm survey,nws storm survey team determined than an ef2 tornado touched down in harris county around 1150 pm. this is a continuation of that tornado. it tr,-84.819999999999993,32.799999999999997,-84.8199997,32.7999992,-84.8199997
423,201104280403,3.000000000000000,FFC,T,TORNADO,6 Nne Gay,Meriwether,nws storm survey,*** 2 fatal *** a national weather service storm survey team determined that an ef3 tornado with winds of 140 mph touched down 6 miles north nor,-84.530000000000001,33.170000000000002,-84.5299988,33.1699982,-84.5299988
424,201104280407,0.000000000000000,FFC,T,TORNADO,Warm Springs,Meriwether,broadcast media,broadcast media reported that the roof was missing from mountain view elementary school in warm springs.,-84.680000000000007,32.890000000000001,-84.6800003,32.8899994,-84.6800003
425,201104280407,2.000000000000000,FFC,T,TORNADO,2 S Warm Springs,Meriwether,nws storm survey,nws storm survey team determined than an ef2 tornado touched down in harris county around 1150 pm edt. this is a continuation of that tornado. i,-84.680000000000007,32.859999999999999,-84.6800003,32.8600006,-84.6800003
426,201104280407,2.000000000000000,FFC,T,TORNADO,Warm Springs,Meriwether,nws storm survey,nws storm survey team determined than an ef2 tornado touched down in harris county around 1150 pm edt. this is a continuation of that tornado. i,-84.680000000000007,32.890000000000001,-84.6800003,32.8899994,-84.6800003
427,201104280409,0.000000000000000,FFC,T,TORNADO,1 Wnw Warm Springs,Meriwether,emergency mngr,meriwether county emergency management reports damage along the 4000 block of roosevelt rd and 5000 block of mt carmel rd. hundreds of trees wer,-84.689999999999998,32.899999999999999,-84.6900024,32.9000015,-84.6900024
428,201104280409,2.000000000000000,FFC,T,TORNADO,1 Wnw Warm Springs,Meriwether,nws storm survey,nws storm survey team determined than an ef2 tornado touched down in harris county around 1150 pm edt. this is a continuation of that tornado. i,-84.689999999999998,32.899999999999999,-84.6900024,32.9000015,-84.6900024
429,201104280423,0.000000000000000,FFC,T,TORNADO,2 W Sunny Side,Spalding,amateur radio,amateur radio relayed a report of a mobile home park destroyed by a tornado 2 miles west of spalding.,-84.329999999999998,33.340000000000003,-84.3300018,33.3400002,-84.3300018
430,201104280427,0.000000000000000,FFC,T,TORNADO,2 Nne Sunny Side,Henry,emergency mngr,"henry county emergency management reported thousands of downed, snapped, and uprooted trees. some structures were damaged.",-84.280000000000001,33.359999999999999,-84.2799988,33.3600006,-84.2799988
431,201104280427,3.000000000000000,FFC,T,TORNADO,2 Nne Sunny Side,Henry,nws storm survey,a national weather service storm survey team determined that an ef3 tornado with winds of 140 mph touched down 6 miles north northeast of gay in,-84.280000000000001,33.359999999999999,-84.2799988,33.3600006,-84.2799988
432,201104280430,0.000000000000000,GSP,T,TORNADO,Scaly,Macon,county official,house destroyed by tornado,-83.319999999999993,35.009999999999998,-83.3199997,35.0099983,-83.3199997
433,201104280438,0.000000000000000,FFC,T,TORNADO,3 S Meansville,Pike,nws storm survey,*** 2 fatal *** a national weather service storm survey team determined that an ef3 tornado with winds of 140 mph crossed pike...lamar...monroe,-84.310000000000002,33.009999999999998,-84.3099976,33.0099983,-84.3099976
434,201104280500,0.000000000000000,FFC,T,TORNADO,1 Wsw High Falls State,Monroe,emergency mngr,monroe county emergency management reported 3 tractor trailers blown off i-75 near exit 196. people were trapped in the vehicles. damage to home,-84.040000000000006,33.170000000000002,-84.0400009,33.1699982,-84.0400009
435,201104280502,3.000000000000000,FFC,T,TORNADO,1 Wsw High Falls State,Monroe,emergency mngr,monroe county emergency management reported 3 tractor trailers blown off i-75 near exit 196. people were trapped in the vehicles. damage to home,-84.040000000000006,33.170000000000002,-84.0400009,33.1699982,-84.0400009
436,201104280511,1.000000000000000,FFC,T,TORNADO,1 W Newborn,Newton,nws storm survey,an nws storm survey determined that an ef1 tornado touched down 1 mile west of newborn in newton county at approximately 111 am edt and lifted 6,-83.709999999999994,33.520000000000003,-83.7099991,33.5200005,-83.7099991
437,201104280515,0.000000000000000,RNK,T,TORNADO,2 Nw Chilhowie,Smyth,nws storm survey,*** 1 inj *** a nws storm survey team concluded that a tornado entered smyth county from washington county at 115 am edt and lifted along carloc,-81.719999999999999,36.820000000000000,-81.7200012,36.8199997,-81.7200012
438,201104280515,0.000000000000000,MRX,T,TORNADO,Glade Spring,Washington,emergency mngr,"*** 3 fatal, 50 inj *** ef3. max wind 130 mph. small church destroyed. damage to residential area and to businesses. numerous trees down.",-81.769999999999996,36.789999999999999,-81.7699966,36.7900009,-81.7699966
439,201104280525,0.000000000000000,BGM,T,TORNADO,Erin,Chemung,nws storm survey,ef2 tornado with max wind speeds of 130 mph occurred in erin ny. this tornado had a path length of 0.7 miles and a path width of 0.25 miles. sig,-76.670000000000002,42.180000000000000,-76.6699982,42.1800003,-76.6699982
440,201104280525,0.000000000000000,FFC,T,TORNADO,Madison,Morgan,emergency mngr,morgan county emergency management reports buildings destroyed...multiple downed trees and powerlines...and roads blocked leading into madison.,-83.469999999999999,33.600000000000001,-83.4700012,33.5999985,-83.4700012
441,201104280527,0.000000000000000,LWX,T,TORNADO,2 N Town Creek,Allegany,nws storm survey,brief touchdown. max winds 85 mph. preliminary ef-0 rating. damage consisted of numerous uprooted trees. some trees topped. one tree partially d,-78.540000000000006,39.560000000000002,-78.5400009,39.5600014,-78.5400009
442,201104280530,0.000000000000000,FFC,T,TORNADO,Forsyth,Monroe,public,roof ripped off the back of a house. many trees down.,-83.939999999999998,33.030000000000001,-83.9400024,33.0299988,-83.9400024
443,201104280530,0.000000000000000,BGM,T,TORNADO,Swartwood,Chemung,law enforcement,emergency management reports possible tornado. 6 homes damaged and not habitable...numerous trees down.,-76.620000000000005,42.229999999999997,-76.6200027,42.2299995,-76.6200027
444,201104280540,0.000000000000000,BGM,T,TORNADO,1 Ne Danby,Tompkins,emergency mngr,possible tornado...4 to 5 homes with major structural damage,-76.469999999999999,42.359999999999999,-76.4700012,42.3600006,-76.4700012
445,201104280540,0.000000000000000,BGM,T,TORNADO,Danby,Tompkins,nws storm survey,an ef1 tornado with a path length of 1.73 miles and a width of 0.15 miles produced significant tree damage. a metal outbuilding collapsed and on,-76.480000000000004,42.350000000000001,-76.4800034,42.3499985,-76.4800034
446,201104280621,0.000000000000000,LWX,T,TORNADO,2 Sse Orkney Springs,Shenandoah,911 call center,trees down and structural damage to house.,-78.799999999999997,38.759999999999998,-78.8000031,38.7599983,-78.8000031
447,201104280622,0.000000000000000,BGM,T,TORNADO,Swartwood,Chemung,law enforcement,emergency management reports possible tornado. 6 homes damaged and not habitable...numerous trees down.,-76.620000000000005,42.229999999999997,-76.6200027,42.2299995,-76.6200027
448,201104280630,0.000000000000000,CTP,T,TORNADO,Broad Top City,Huntingdon,nws storm survey,survey rated the damage as ef1 magnitude. path length 4 miles. two homes sustained minor damage. many trees damaged or uprooted.,-78.140000000000001,40.200000000000003,-78.1399994,40.2000008,-78.1399994
449,201104280630,1.000000000000000,FFC,T,TORNADO,8 Se Eatonton,Putnam,nws storm survey,emergency manager storm survey determined that an ef1 tornado developed 8 miles southeast of eatonton around 230 am edt. it tracked for 7 miles,-83.290000000000006,33.240000000000002,-83.2900009,33.2400017,-83.2900009
450,201104280631,0.000000000000000,LWX,T,TORNADO,1 E Christian,Augusta,emergency mngr,4 mile track. not yet rated. numerous trees snapped or uprooted. damage to several houses. roofing removed on multiple residences. several out b,-79.209999999999994,38.180000000000000,-79.2099991,38.1800003,-79.2099991
451,201104280650,1.000000000000000,FFC,T,TORNADO,8 Se Eatonton,Putnam,nws storm survey,emergency manager storm survey determined that an ef1 tornado developed 8 miles southeast of eatonton around 250 am edt. it tracked for 7 miles,-83.290000000000006,33.240000000000002,-83.2900009,33.2400017,-83.2900009
452,201104280658,0.000000000000000,CTP,T,TORNADO,1 Ne East Waterford,Juniata,nws storm survey,survey rated the damage as ef0 magnitude. path length 8.4 miles. path not continuous. many trees damaged. several barns sustained minor to moder,-77.590000000000003,40.380000000000003,-77.5899963,40.3800011,-77.5899963
453,201104280700,0.000000000000000,GSP,T,TORNADO,Morganton,Burke,trained spotter,tornado confirmed on the ground at hwy 18/64.,-81.700000000000003,35.740000000000002,-81.6999969,35.7400017,-81.6999969
454,201104280700,0.000000000000000,BGM,T,TORNADO,Pharsalia,Chenango,nws storm survey,an ef2 tornado with a path length of 8 miles and a width of 400 yards produced significant tree damage and some structural damage. hundreds of l,-75.769999999999996,42.579999999999998,-75.7699966,42.5800018,-75.7699966
455,201104280701,0.000000000000000,LWX,T,TORNADO,1 S Linville,Rockingham,nws storm survey,ef-1 tornado. peak winds 90 mph. path length 0.9 miles. path width 50 yards.,-78.840000000000003,38.500000000000000,-78.8399963,38.5000000,-78.8399963
456,201104280715,0.000000000000000,GSP,T,TORNADO,5 E Lenoir,Caldwell,county official,damage to homes and buildings on lazy creek lane...templehill birch road...morris creek road...burns road.,-81.450000000000003,35.909999999999997,-81.4499969,35.9099998,-81.4499969
457,201104280720,0.000000000000000,GSP,T,TORNADO,3 E Hudson,Caldwell,nws storm survey,*** 1 inj *** an ef-1 tornado occurred about 5-7 miles southeast of lenoir and traveled to the northeast on a continuous 4.5 mile path. the torn,-81.430000000000007,35.850000000000001,-81.4300003,35.8499985,-81.4300003
458,201104280735,0.000000000000000,GSP,T,TORNADO,3 Sw Ellendale,Alexander,nws storm survey,an ef1 tornado occurred 4-8 miles w-nw of taylorsville. the tornado moved on an intermittent track of 5 miles. it produced scattered structural,-81.319999999999993,35.899999999999999,-81.3199997,35.9000015,-81.3199997
459,201104280739,1.000000000000000,FFC,T,TORNADO,4 Sw Norwood,Warren,nws storm survey,an nws storm survey determined that an ef1 tornado touched down 4 miles southwest of norwood at approximately 339 am and lifted 1 mile northeast,-82.760000000000005,33.420000000000002,-82.7600021,33.4199982,-82.7600021
460,201104280740,0.000000000000000,GSP,T,TORNADO,3 W Taylorsville,Alexander,trained spotter,possible tornado damage to mobile home 3 miles west of taylorsville just off hwy 64.,-81.230000000000004,35.920000000000002,-81.2300034,35.9199982,-81.2300034
461,201104280745,0.000000000000000,LWX,T,TORNADO,1 Ne Strasburg,Shenandoah,nws storm survey,ef-0 tornado. peak winds 70 mph. path length 5.3 miles. path width 175 yards. tornado continued into frederick county.,-78.340000000000003,39.000000000000000,-78.3399963,39.0000000,-78.3399963
462,201104280756,0.000000000000000,LWX,T,TORNADO,2 Ene Pleasant Valley,Rockingham,nws storm survey,ef-1 tornado. peak winds 90 mph. path length 1.8 miles. path width 150 yards.,-78.859999999999999,38.399999999999999,-78.8600006,38.4000015,-78.8600006
463,201104280830,0.000000000000000,BGM,T,TORNADO,Columbus,Chenango,nws storm survey,an ef1 tornado...with maximum winds near 95 mph...touched down in the town of columbus in northeastern chenango county...at about 430 am. the to,-75.370000000000005,42.680000000000000,-75.3700027,42.6800003,-75.3700027
464,201104280900,0.000000000000000,ALY,T,TORNADO,Frankfort,Herkimer,emergency mngr,possible tornado. significant damage to house on brockway road.,-75.069999999999993,43.039999999999999,-75.0699997,43.0400009,-75.0699997
465,201104280900,0.000000000000000,ALY,T,TORNADO,Frankfort Center,Herkimer,trained spotter,possible tornado. multiple trees uprooted and a side of house plastered in mud.,-75.140000000000001,43.049999999999997,-75.1399994,43.0499992,-75.1399994
466,201104280904,0.000000000000000,ALY,T,TORNADO,6 Sse Utica,Herkimer,nws storm survey,a nws survey team rated the tornado as ef1. numerous trees snapped and uprooted. structural damage to homes included roofs and siding being torn,-75.180000000000007,43.020000000000003,-75.1800003,43.0200005,-75.1800003
467,201104280915,0.000000000000000,ALY,T,TORNADO,Frankfort,Herkimer,trained spotter,possible tornado. multiple houses damage on albany street.,-75.069999999999993,43.039999999999999,-75.0699997,43.0400009,-75.0699997
468,201104280950,0.000000000000000,BGM,T,TORNADO,2 Nw Uniondale,Susquehanna,nws storm survey,an ef0 tornado...with a path length of 1.2 miles...and a path width of around 80 yards...caused tree and some structural damage. many trees were,-75.510000000000005,41.729999999999997,-75.5100021,41.7299995,-75.5100021
